,0,1
3363,"Zusammen mit Center-Brocken Steven Adams und dem endlich einmal verletzungsfrei bleibenden Scharfschützen Danilo Gallinari haben die Thunder inzwischen eine Aufstellung, die sowohl im Angriff, als auch in der Verteidigung zu dem Besten zählt, was die Liga momentan zu bieten hat.",18
3364,"Doch eigentlich gilt in der NBA ein ungeschriebenes Gesetz: Wer richtig gut sein möchte, muss, wenn er über die Draft aufbauen möchte, zuerst einmal richtig schlecht sein. Meist über mehrere Jahre, um in nacheinander folgenden Jahren möglichst früh aus dem Pool der Talente ziehen zu dürfen.",19
3365,Diesen Schritt scheint OKC allerdings übersprungen zu haben.,20
3366,"Die Mannschaft spielt bereits um die Playoffs mit, hat trotzdem eine zum Bersten gefüllte Truhe mit First-Round-Picks und kann, falls man es sich doch anders überlegt, mit Trades von ""Wertanlagen"" wie Chris Paul, Steven Adams oder auch Dennis Schröder – allesamt begehrte Spieler – weitere Draft-Picks oder vielversprechende junge Spieler nach Oklahoma City bringen.",21
3367,"In Shai Gilgeous-Alexander scheint der neue Franchise-Player zudem auch schon gefunden zu sein. Bekanntlich der schwierigste Part beim Neuaufbau einer Franchise. So oder so, die Zukunft als auch die Gegenwart sieht gut aus in Oklahoma City.",22
3368,"Weitaus besser übrigens als bei ""Dynastie-Ender"" Lilliard und seinen Trail Blazers, die momentan nur auf Platz zehn und damit deutlich hinter den Thunder in der Tabelle stehen.",23
3369,"
        Wir verwenden Cookies und ähnliche Technologien, um Dir unseren uneingeschränkten Service sowie personalisierte Anzeigen anzubieten.
        Weitere Informationen und Widerspruchsmöglichkeiten findest Du hier.
    ",24
3370,"Search Toggle Search Input
",1
3371,"
AN OKLAHOMA CITY Police Department officer stood intently at the front of the large room. All eyes were locked at attention, waiting for his next command. He leaned forward, raised an eyebrow in each direction and exclaimed, “Go!”
 
A hush fell over the room as 25 kids began scrambling at their tables to assemble a tower of Jenga blocks with their group by using only one hand, their thumb and pointer finger. Sitting at one of the front tables was Thunder two-way guard, Luguentz Dort who oozed with the same fierce competitiveness he brings on the court. The past two rounds, Dort’s table had come in last place – this time, he meant business.
 
 
Suddenly, shouts erupted from one of the tables in the front as hands shot up signaling that the task was finally complete. The officer pointed in their direction and shouted, “First place!”
 
 
Relieved, Dort sat back in his chair and smiled after seeing that his group could rally back and work together to pull off a win. 
 
 
“Anytime you do something as a team, everything is just better,” said Dort.",2
3372,"
This was the theme of the day on Saturday – building together. Twenty-five members of the Oklahoma City Police Department’s F.A.C.T. Program were treated to a laid-back afternoon of fun at the Thunder Corporate Office. The Family Awareness and Community Teamwork program, also known as F.A.C.T. serves as a community outreach program led and run by the Oklahoma City Police Department where police officers dedicate time mentoring, empowering and inspiring youth ages 10 to 17. OKCPD is the only police department in the country with a full-time unit dedicated to such a program.
 
 
The afternoon included lunch, a tour of the offices, a Q&A with Dort and group activity which ultimately illustrated the power of teamwork and working in unity. Appropriately, each participant wore shirts with Unity printed boldly on the chest provided by the Thunder.
 
 
“We want the kids to recognize that one person is not an island by themselves and we’re better together,” said Lieutenant Wayland Cubit, the program’s founder and supervisor of 13 years. “The activity that we did today was just to show them that in the chaos of life, the main thing we want to do is try to connect to one another, look at each other’s gifts and talents and build something special together.”
 
 
After the chaos of the activity died down, the officer leading the activity returned to the front of the room and held up two blocks in the air.
 
 
“We have to make sure that in order for our city to be great, everyone brings their blocks to the table,” he said as he made eye contact with every member of the group. “You guys are going to have the blocks to build this city. I want to make sure you have the best blocks.”
 
 
The Thunder and Dort brought their blocks to the table that day as well. Together they helped to construct an impactful, memorable day for each of the potential-filled kids in the room.
 
 
“I hope it ushers in more hope and inspiration into the minds of our kids that if they work hard, if they keep doing what they’re doing, stay on the right track, there’s infinite long-term possibilities for their future that leads to success,” said Lt. Wayland.
 
 
 ",3
3373,"

",4
3374,"
  Copyright © 2020 NBA Media Ventures, LLC. All rights reserved.
  No portion of NBA.com may be duplicated, redistributed or manipulated in any form.
  This site is operated jointly by NBA and WarnerMedia. To opt out of the sale of your personal information as permitted by the California Consumer 
  Privacy Act, please use the links below to visit each company’s privacy center. If you make a request through the WarnerMedia Privacy Center, 
  it will apply to data controlled jointly by the NBA and WarnerMedia as well as other data controlled by WarnerMedia. If you make a request through 
  the NBA Privacy Center, it will apply to data controlled independently by the NBA.
  NBA Privacy Center  |
  WarnerMedia Privacy Center  |
  Do Not Sell My Personal Information  |
  Terms of Use  |
  Accessibility and Closed Caption  |
  



",5
3375,"Search Toggle Search Input
",1
3376,"
AN OKLAHOMA CITY Police Department officer stood intently at the front of the large room. All eyes were locked at attention, waiting for his next command. He leaned forward, raised an eyebrow in each direction and exclaimed, “Go!”
 
A hush fell over the room as 25 kids began scrambling at their tables to assemble a tower of Jenga blocks with their group by using only one hand, their thumb and pointer finger. Sitting at one of the front tables was Thunder two-way guard, Luguentz Dort who oozed with the same fierce competitiveness he brings on the court. The past two rounds, Dort’s table had come in last place – this time, he meant business.
 
 
Suddenly, shouts erupted from one of the tables in the front as hands shot up signaling that the task was finally complete. The officer pointed in their direction and shouted, “First place!”
 
 
Relieved, Dort sat back in his chair and smiled after seeing that his group could rally back and work together to pull off a win. 
 
 
“Anytime you do something as a team, everything is just better,” said Dort.",2
3377,"
This was the theme of the day on Saturday – building together. Twenty-five members of the Oklahoma City Police Department’s F.A.C.T. Program were treated to a laid-back afternoon of fun at the Thunder Corporate Office. The Family Awareness and Community Teamwork program, also known as F.A.C.T. serves as a community outreach program led and run by the Oklahoma City Police Department where police officers dedicate time mentoring, empowering and inspiring youth ages 10 to 17. OKCPD is the only police department in the country with a full-time unit dedicated to such a program.
 
 
The afternoon included lunch, a tour of the offices, a Q&A with Dort and group activity which ultimately illustrated the power of teamwork and working in unity. Appropriately, each participant wore shirts with Unity printed boldly on the chest provided by the Thunder.
 
 
“We want the kids to recognize that one person is not an island by themselves and we’re better together,” said Lieutenant Wayland Cubit, the program’s founder and supervisor of 13 years. “The activity that we did today was just to show them that in the chaos of life, the main thing we want to do is try to connect to one another, look at each other’s gifts and talents and build something special together.”
 
 
After the chaos of the activity died down, the officer leading the activity returned to the front of the room and held up two blocks in the air.
 
 
“We have to make sure that in order for our city to be great, everyone brings their blocks to the table,” he said as he made eye contact with every member of the group. “You guys are going to have the blocks to build this city. I want to make sure you have the best blocks.”
 
 
The Thunder and Dort brought their blocks to the table that day as well. Together they helped to construct an impactful, memorable day for each of the potential-filled kids in the room.
 
 
“I hope it ushers in more hope and inspiration into the minds of our kids that if they work hard, if they keep doing what they’re doing, stay on the right track, there’s infinite long-term possibilities for their future that leads to success,” said Lt. Wayland.
 
 
 ",3
3378,"

",4
3379,"
  Copyright © 2020 NBA Media Ventures, LLC. All rights reserved.
  No portion of NBA.com may be duplicated, redistributed or manipulated in any form.
  This site is operated jointly by NBA and WarnerMedia. To opt out of the sale of your personal information as permitted by the California Consumer 
  Privacy Act, please use the links below to visit each company’s privacy center. If you make a request through the WarnerMedia Privacy Center, 
  it will apply to data controlled jointly by the NBA and WarnerMedia as well as other data controlled by WarnerMedia. If you make a request through 
  the NBA Privacy Center, it will apply to data controlled independently by the NBA.
  NBA Privacy Center  |
  WarnerMedia Privacy Center  |
  Do Not Sell My Personal Information  |
  Terms of Use  |
  Accessibility and Closed Caption  |
  



",5
